"ISCED97","GEO","AGE","SEX","WSTATUS","UNIT","TIME","Value","Flag and Footnotes"
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","LU","Total","Total","Employed persons","Number","2011","56,949",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","LU0","Total","Total","Employed persons","Number","2011","56,949",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","LU00","Total","Total","Employed persons","Number","2011","56,949",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","LUZ","Total","Total","Employed persons","Number","2011","0",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","LUZZ","Total","Total","Employed persons","Number","2011","0",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","HU","Total","Total","Employed persons","Number","2011","1,013,064",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","HU1","Total","Total","Employed persons","Number","2011","450,196",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","HU10","Total","Total","Employed persons","Number","2011","450,196",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","HU2","Total","Total","Employed persons","Number","2011","256,441",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","HU21","Total","Total","Employed persons","Number","2011","93,044",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","HU22","Total","Total","Employed persons","Number","2011","88,988",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","HU23","Total","Total","Employed persons","Number","2011","74,409",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","HU3","Total","Total","Employed persons","Number","2011","306,427",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","HU31","Total","Total","Employed persons","Number","2011","86,645",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","HU32","Total","Total","Employed persons","Number","2011","113,534",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","HU33","Total","Total","Employed persons","Number","2011","106,248",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","HUZ","Total","Total","Employed persons","Number","2011","0",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","HUZZ","Total","Total","Employed persons","Number","2011","0",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","MT","Total","Total","Employed persons","Number","2011","38,722",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","MT0","Total","Total","Employed persons","Number","2011","38,722",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","MT00","Total","Total","Employed persons","Number","2011","38,722",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","MTZ","Total","Total","Employed persons","Number","2011","0",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","MTZZ","Total","Total","Employed persons","Number","2011","0",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","NL","Total","Total","Employed persons","Number","2011","2,634,019",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","NL1","Total","Total","Employed persons","Number","2011","232,078",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","NL11","Total","Total","Employed persons","Number","2011","92,575",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","NL12","Total","Total","Employed persons","Number","2011","81,921",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","NL13","Total","Total","Employed persons","Number","2011","57,582",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","NL2","Total","Total","Employed persons","Number","2011","513,271",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","NL21","Total","Total","Employed persons","Number","2011","157,744",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","NL22","Total","Total","Employed persons","Number","2011","300,066",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","NL23","Total","Total","Employed persons","Number","2011","55,461",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","NL3","Total","Total","Employed persons","Number","2011","1,367,616",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","NL31","Total","Total","Employed persons","Number","2011","256,914",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","NL32","Total","Total","Employed persons","Number","2011","510,767",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","NL33","Total","Total","Employed persons","Number","2011","556,060",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","NL34","Total","Total","Employed persons","Number","2011","43,875",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","NL4","Total","Total","Employed persons","Number","2011","521,054",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","NL41","Total","Total","Employed persons","Number","2011","373,766",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","NL42","Total","Total","Employed persons","Number","2011","147,288",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","NLZ","Total","Total","Employed persons","Number","2011","0",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","NLZZ","Total","Total","Employed persons","Number","2011","0",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","AT","Total","Total","Employed persons","Number","2011","731,443",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","AT1","Total","Total","Employed persons","Number","2011","340,099",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","AT11","Total","Total","Employed persons","Number","2011","20,395",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","AT12","Total","Total","Employed persons","Number","2011","130,604",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","AT13","Total","Total","Employed persons","Number","2011","189,100",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","AT2","Total","Total","Employed persons","Number","2011","142,490",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","AT21","Total","Total","Employed persons","Number","2011","43,959",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","AT22","Total","Total","Employed persons","Number","2011","98,531",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","AT3","Total","Total","Employed persons","Number","2011","248,854",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","AT31","Total","Total","Employed persons","Number","2011","115,696",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","AT32","Total","Total","Employed persons","Number","2011","46,492",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","AT33","Total","Total","Employed persons","Number","2011","57,415",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","AT34","Total","Total","Employed persons","Number","2011","29,251",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","ATZ","Total","Total","Employed persons","Number","2011","0",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","ATZZ","Total","Total","Employed persons","Number","2011","0",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","PL","Total","Total","Employed persons","Number","2011","4,158,658",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","PL1","Total","Total","Employed persons","Number","2011","1,029,365",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","PL11","Total","Total","Employed persons","Number","2011","254,044",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","PL12","Total","Total","Employed persons","Number","2011","775,321",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","PL2","Total","Total","Employed persons","Number","2011","840,608",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","PL21","Total","Total","Employed persons","Number","2011","357,825",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","PL22","Total","Total","Employed persons","Number","2011","482,783",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","PL3","Total","Total","Employed persons","Number","2011","677,112",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","PL31","Total","Total","Employed persons","Number","2011","220,914",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","PL32","Total","Total","Employed persons","Number","2011","198,002",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","PL33","Total","Total","Employed persons","Number","2011","129,718",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","PL34","Total","Total","Employed persons","Number","2011","128,478",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","PL4","Total","Total","Employed persons","Number","2011","635,292",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","PL41","Total","Total","Employed persons","Number","2011","359,119",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","PL42","Total","Total","Employed persons","Number","2011","179,847",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","PL43","Total","Total","Employed persons","Number","2011","96,326",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","PL5","Total","Total","Employed persons","Number","2011","402,091",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","PL51","Total","Total","Employed persons","Number","2011","312,280",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","PL52","Total","Total","Employed persons","Number","2011","89,811",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","PL6","Total","Total","Employed persons","Number","2011","574,190",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","PL61","Total","Total","Employed persons","Number","2011","189,440",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","PL62","Total","Total","Employed persons","Number","2011","130,859",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","PL63","Total","Total","Employed persons","Number","2011","253,892",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","PLZ","Total","Total","Employed persons","Number","2011","0",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","PLZZ","Total","Total","Employed persons","Number","2011","0",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","PT","Total","Total","Employed persons","Number","2011","851,959",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","PT1","Total","Total","Employed persons","Number","2011","817,549",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","PT11","Total","Total","Employed persons","Number","2011","257,097",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","PT15","Total","Total","Employed persons","Number","2011","31,824",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","PT16","Total","Total","Employed persons","Number","2011","167,980",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","PT17","Total","Total","Employed persons","Number","2011","313,348",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","PT18","Total","Total","Employed persons","Number","2011","47,300",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","PT2","Total","Total","Employed persons","Number","2011","14,848",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","PT20","Total","Total","Employed persons","Number","2011","14,848",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","PT3","Total","Total","Employed persons","Number","2011","19,562",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","PT30","Total","Total","Employed persons","Number","2011","19,562",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","PTZ","Total","Total","Employed persons","Number","2011","0",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","PTZZ","Total","Total","Employed persons","Number","2011","0",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","RO","Total","Total","Employed persons","Number","2011","1,652,812",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","RO1","Total","Total","Employed persons","Number","2011","390,241",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","RO11","Total","Total","Employed persons","Number","2011","205,466",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","RO12","Total","Total","Employed persons","Number","2011","184,775",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","RO2","Total","Total","Employed persons","Number","2011","363,827",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","RO21","Total","Total","Employed persons","Number","2011","185,862",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","RO22","Total","Total","Employed persons","Number","2011","177,965",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","RO3","Total","Total","Employed persons","Number","2011","592,999",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","RO31","Total","Total","Employed persons","Number","2011","198,741",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","RO32","Total","Total","Employed persons","Number","2011","394,258",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","RO4","Total","Total","Employed persons","Number","2011","305,745",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","RO41","Total","Total","Employed persons","Number","2011","146,989",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","RO42","Total","Total","Employed persons","Number","2011","158,756",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","ROZ","Total","Total","Employed persons","Number","2011","0",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","ROZZ","Total","Total","Employed persons","Number","2011","0",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","SI","Total","Total","Employed persons","Number","2011","219,160",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","SI0","Total","Total","Employed persons","Number","2011","219,160",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","SI01","Total","Total","Employed persons","Number","2011","100,037",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","SI02","Total","Total","Employed persons","Number","2011","119,123",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","SIZ","Total","Total","Employed persons","Number","2011","0",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","SIZZ","Total","Total","Employed persons","Number","2011","0",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","SK","Total","Total","Employed persons","Number","2011","479,231",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","SK0","Total","Total","Employed persons","Number","2011","479,231",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","SK01","Total","Total","Employed persons","Number","2011","99,518",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","SK02","Total","Total","Employed persons","Number","2011","145,047",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","SK03","Total","Total","Employed persons","Number","2011","109,536",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","SK04","Total","Total","Employed persons","Number","2011","125,130",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","SKZ","Total","Total","Employed persons","Number","2011","0",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","SKZZ","Total","Total","Employed persons","Number","2011","0",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","FI","Total","Total","Employed persons","Number","2011","879,768",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","FI1","Total","Total","Employed persons","Number","2011","876,084",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","FI19","Total","Total","Employed persons","Number","2011","209,777",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","FI1B","Total","Total","Employed persons","Number","2011","317,249",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","FI1C","Total","Total","Employed persons","Number","2011","169,848",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","FI1D","Total","Total","Employed persons","Number","2011","179,210",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","FI2","Total","Total","Employed persons","Number","2011","3,684",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","FI20","Total","Total","Employed persons","Number","2011","3,684",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","FIZ","Total","Total","Employed persons","Number","2011","0",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","FIZZ","Total","Total","Employed persons","Number","2011","0",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","SE","Total","Total","Employed persons","Number","2011","1,404,081",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","SE1","Total","Total","Employed persons","Number","2011","614,366",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","SE11","Total","Total","Employed persons","Number","2011","402,042",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","SE12","Total","Total","Employed persons","Number","2011","212,324",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","SE2","Total","Total","Employed persons","Number","2011","578,535",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","SE21","Total","Total","Employed persons","Number","2011","100,336",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","SE22","Total","Total","Employed persons","Number","2011","200,994",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","SE23","Total","Total","Employed persons","Number","2011","277,205",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","SE3","Total","Total","Employed persons","Number","2011","211,180",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","SE31","Total","Total","Employed persons","Number","2011","94,580",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","SE32","Total","Total","Employed persons","Number","2011","46,535",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","SE33","Total","Total","Employed persons","Number","2011","70,065",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","SEZ","Total","Total","Employed persons","Number","2011","0",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","SEZZ","Total","Total","Employed persons","Number","2011","0",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","UK","Total","Total","Employed persons","Number","2011","11,088,745",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","UKC","Total","Total","Employed persons","Number","2011","351,900",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","UKC1","Total","Total","Employed persons","Number","2011","149,185",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","UKC2","Total","Total","Employed persons","Number","2011","202,715",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","UKD","Total","Total","Employed persons","Number","2011","1,068,330",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","UKD1","Total","Total","Employed persons","Number","2011","72,235",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","UKD3","Total","Total","Employed persons","Number","2011","414,000",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","UKD4","Total","Total","Employed persons","Number","2011","211,135",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","UKD6","Total","Total","Employed persons","Number","2011","166,060",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","UKD7","Total","Total","Employed persons","Number","2011","204,900",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","UKE","Total","Total","Employed persons","Number","2011","767,575",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","UKE1","Total","Total","Employed persons","Number","2011","115,415",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","UKE2","Total","Total","Employed persons","Number","2011","143,720",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","UKE3","Total","Total","Employed persons","Number","2011","174,595",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","UKE4","Total","Total","Employed persons","Number","2011","333,845",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","UKF","Total","Total","Employed persons","Number","2011","682,760",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","UKF1","Total","Total","Employed persons","Number","2011","312,310",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","UKF2","Total","Total","Employed persons","Number","2011","273,170",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","UKF3","Total","Total","Employed persons","Number","2011","97,275",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","UKG","Total","Total","Employed persons","Number","2011","818,985",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","UKG1","Total","Total","Employed persons","Number","2011","225,390",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","UKG2","Total","Total","Employed persons","Number","2011","225,785",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","UKG3","Total","Total","Employed persons","Number","2011","367,810",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","UKH","Total","Total","Employed persons","Number","2011","954,270",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","UKH1","Total","Total","Employed persons","Number","2011","378,465",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","UKH2","Total","Total","Employed persons","Number","2011","331,050",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","UKH3","Total","Total","Employed persons","Number","2011","244,755",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","UKI","Total","Total","Employed persons","Number","2011","2,126,420",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","UKI1","Total","Total","Employed persons","Number","2011","1,025,990",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","UKI2","Total","Total","Employed persons","Number","2011","1,100,435",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","UKJ","Total","Total","Employed persons","Number","2011","1,614,540",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","UKJ1","Total","Total","Employed persons","Number","2011","491,525",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","UKJ2","Total","Total","Employed persons","Number","2011","537,950",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","UKJ3","Total","Total","Employed persons","Number","2011","329,240",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","UKJ4","Total","Total","Employed persons","Number","2011","255,825",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","UKK","Total","Total","Employed persons","Number","2011","878,660",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","UKK1","Total","Total","Employed persons","Number","2011","436,860",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","UKK2","Total","Total","Employed persons","Number","2011","197,285",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","UKK3","Total","Total","Employed persons","Number","2011","76,675",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","UKK4","Total","Total","Employed persons","Number","2011","167,840",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","UKL","Total","Total","Employed persons","Number","2011","446,090",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","UKL1","Total","Total","Employed persons","Number","2011","254,360",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","UKL2","Total","Total","Employed persons","Number","2011","191,730",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","UKM","Total","Total","Employed persons","Number","2011","1,110,820",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","UKM2","Total","Total","Employed persons","Number","2011","448,230",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","UKM3","Total","Total","Employed persons","Number","2011","451,810",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","UKM5","Total","Total","Employed persons","Number","2011","117,930",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","UKM6","Total","Total","Employed persons","Number","2011","92,850",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","UKN","Total","Total","Employed persons","Number","2011","268,385",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","UKN0","Total","Total","Employed persons","Number","2011","268,385",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","UKZ","Total","Total","Employed persons","Number","2011","0",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","UKZZ","Total","Total","Employed persons","Number","2011","0",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","EFTA","Total","Total","Employed persons","Number","2011","2,150,482",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","IS","Total","Total","Employed persons","Number","2011","48,781",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","IS0","Total","Total","Employed persons","Number","2011","48,781",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","IS00","Total","Total","Employed persons","Number","2011","48,781",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","ISZ","Total","Total","Employed persons","Number","2011","0",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","ISZZ","Total","Total","Employed persons","Number","2011","0",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","LI","Total","Total","Employed persons","Number","2011","2,979",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","LI0","Total","Total","Employed persons","Number","2011","2,979",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","LI00","Total","Total","Employed persons","Number","2011","2,979",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","LIZ","Total","Total","Employed persons","Number","2011","0",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","LIZZ","Total","Total","Employed persons","Number","2011","0",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","NO","Total","Total","Employed persons","Number","2011","879,184",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","NO0","Total","Total","Employed persons","Number","2011","879,184",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","NO01","Total","Total","Employed persons","Number","2011","275,882",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","NO02","Total","Total","Employed persons","Number","2011","52,337",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","NO03","Total","Total","Employed persons","Number","2011","140,590",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","NO04","Total","Total","Employed persons","Number","2011","120,330",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","NO05","Total","Total","Employed persons","Number","2011","143,043",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","NO06","Total","Total","Employed persons","Number","2011","74,458",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","NO07","Total","Total","Employed persons","Number","2011","72,160",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","NOZ","Total","Total","Employed persons","Number","2011","0",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","NOZZ","Total","Total","Employed persons","Number","2011","384",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","CH","Total","Total","Employed persons","Number","2011","1,219,538",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","CH0","Total","Total","Employed persons","Number","2011","1,219,538",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","CH01","Total","Total","Employed persons","Number","2011","234,323",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","CH02","Total","Total","Employed persons","Number","2011","248,914",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","CH03","Total","Total","Employed persons","Number","2011","163,840",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","CH04","Total","Total","Employed persons","Number","2011","268,086",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","CH05","Total","Total","Employed persons","Number","2011","143,624",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","CH06","Total","Total","Employed persons","Number","2011","116,827",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","CH07","Total","Total","Employed persons","Number","2011","43,924",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","CHZ","Total","Total","Employed persons","Number","2011","0",""
"First stage of tertiary education not leading directly to an advanced research qualification (level 5)","CHZZ","Total","Total","Employed persons","Number","2011","0",""
"Second stage of tertiary education leading to an advanced research qualification (level 6)","BE","Total","Total","Employed persons","Number","2011","31,090",""
"Second stage of tertiary education leading to an advanced research qualification (level 6)","BE1","Total","Total","Employed persons","Number","2011","4,360",""
"Second stage of tertiary education leading to an advanced research qualification (level 6)","BE10","Total","Total","Employed persons","Number","2011","4,360",""
"Second stage of tertiary education leading to an advanced research qualification (level 6)","BE2","Total","Total","Employed persons","Number","2011","18,241",""
"Second stage of tertiary education leading to an advanced research qualification (level 6)","BE21","Total","Total","Employed persons","Number","2011","4,320",""
"Second stage of tertiary education leading to an advanced research qualification (level 6)","BE22","Total","Total","Employed persons","Number","2011","1,334",""
"Second stage of tertiary education leading to an advanced research qualification (level 6)","BE23","Total","Total","Employed persons","Number","2011","4,746",""
