TIME,GEO,UNIT,Value,Flag and Footnotes
2016,MT,Percentage of total population aged less than 60,7.3,
2016,MT,Percentage of total population - upper boundary of the 95% confidence interval,:,
2016,MT,Percentage of total population - lower boundary of the 95% confidence interval,:,
2016,NL,Percentage,:,
2016,NL,Percentage of total population aged less than 60,9.7,b
2016,NL,Percentage of total population - upper boundary of the 95% confidence interval,:,
2016,NL,Percentage of total population - lower boundary of the 95% confidence interval,:,
2016,NL1,Percentage,:,
2016,NL1,Percentage of total population aged less than 60,13.1,b
2016,NL1,Percentage of total population - upper boundary of the 95% confidence interval,:,
2016,NL1,Percentage of total population - lower boundary of the 95% confidence interval,:,
2016,NL11,Percentage,:,
2016,NL11,Percentage of total population aged less than 60,15.4,b
2016,NL11,Percentage of total population - upper boundary of the 95% confidence interval,:,
2016,NL11,Percentage of total population - lower boundary of the 95% confidence interval,:,
2016,NL12,Percentage,:,
2016,NL12,Percentage of total population aged less than 60,12.8,b
2016,NL12,Percentage of total population - upper boundary of the 95% confidence interval,:,
2016,NL12,Percentage of total population - lower boundary of the 95% confidence interval,:,
2016,NL13,Percentage,:,
2016,NL13,Percentage of total population aged less than 60,10.8,b
2016,NL13,Percentage of total population - upper boundary of the 95% confidence interval,:,
2016,NL13,Percentage of total population - lower boundary of the 95% confidence interval,:,
2016,NL2,Percentage,:,
2016,NL2,Percentage of total population aged less than 60,7.9,b
2016,NL2,Percentage of total population - upper boundary of the 95% confidence interval,:,
2016,NL2,Percentage of total population - lower boundary of the 95% confidence interval,:,
2016,NL21,Percentage,:,
2016,NL21,Percentage of total population aged less than 60,8.8,b
2016,NL21,Percentage of total population - upper boundary of the 95% confidence interval,:,
2016,NL21,Percentage of total population - lower boundary of the 95% confidence interval,:,
2016,NL22,Percentage,:,
2016,NL22,Percentage of total population aged less than 60,7,b
2016,NL22,Percentage of total population - upper boundary of the 95% confidence interval,:,
2016,NL22,Percentage of total population - lower boundary of the 95% confidence interval,:,
2016,NL23,Percentage,:,
2016,NL23,Percentage of total population aged less than 60,9.5,b
2016,NL23,Percentage of total population - upper boundary of the 95% confidence interval,:,
2016,NL23,Percentage of total population - lower boundary of the 95% confidence interval,:,
2016,NL3,Percentage,:,
2016,NL3,Percentage of total population aged less than 60,10.3,b
2016,NL3,Percentage of total population - upper boundary of the 95% confidence interval,:,
2016,NL3,Percentage of total population - lower boundary of the 95% confidence interval,:,
2016,NL31,Percentage,:,
2016,NL31,Percentage of total population aged less than 60,9.1,b
2016,NL31,Percentage of total population - upper boundary of the 95% confidence interval,:,
2016,NL31,Percentage of total population - lower boundary of the 95% confidence interval,:,
2016,NL32,Percentage,:,
2016,NL32,Percentage of total population aged less than 60,9.2,b
2016,NL32,Percentage of total population - upper boundary of the 95% confidence interval,:,
2016,NL32,Percentage of total population - lower boundary of the 95% confidence interval,:,
2016,NL33,Percentage,:,
2016,NL33,Percentage of total population aged less than 60,11.9,b
2016,NL33,Percentage of total population - upper boundary of the 95% confidence interval,:,
2016,NL33,Percentage of total population - lower boundary of the 95% confidence interval,:,
2016,NL34,Percentage,:,
2016,NL34,Percentage of total population aged less than 60,6,b
2016,NL34,Percentage of total population - upper boundary of the 95% confidence interval,:,
2016,NL34,Percentage of total population - lower boundary of the 95% confidence interval,:,
2016,NL4,Percentage,:,
2016,NL4,Percentage of total population aged less than 60,8.6,b
2016,NL4,Percentage of total population - upper boundary of the 95% confidence interval,:,
2016,NL4,Percentage of total population - lower boundary of the 95% confidence interval,:,
2016,NL41,Percentage,:,
2016,NL41,Percentage of total population aged less than 60,7.6,b
2016,NL41,Percentage of total population - upper boundary of the 95% confidence interval,:,
2016,NL41,Percentage of total population - lower boundary of the 95% confidence interval,:,
2016,NL42,Percentage,:,
2016,NL42,Percentage of total population aged less than 60,10.8,b
2016,NL42,Percentage of total population - upper boundary of the 95% confidence interval,:,
2016,NL42,Percentage of total population - lower boundary of the 95% confidence interval,:,
2016,AT,Percentage,8.1,
2016,AT,Percentage of total population aged less than 60,8.1,
2016,AT,Percentage of total population - upper boundary of the 95% confidence interval,9.3,
2016,AT,Percentage of total population - lower boundary of the 95% confidence interval,7,
2016,AT11,Percentage,4.4,u
2016,AT11,Percentage of total population aged less than 60,4.4,e
2016,AT11,Percentage of total population - upper boundary of the 95% confidence interval,6.8,e
2016,AT11,Percentage of total population - lower boundary of the 95% confidence interval,1.9,e
2016,AT12,Percentage,5.8,e
2016,AT12,Percentage of total population aged less than 60,5.8,e
2016,AT12,Percentage of total population - upper boundary of the 95% confidence interval,7.1,e
2016,AT12,Percentage of total population - lower boundary of the 95% confidence interval,4.5,e
2016,AT13,Percentage,14.4,e
2016,AT13,Percentage of total population aged less than 60,14.4,e
2016,AT13,Percentage of total population - upper boundary of the 95% confidence interval,16.9,e
2016,AT13,Percentage of total population - lower boundary of the 95% confidence interval,12,e
2016,AT21,Percentage,10,e
2016,AT21,Percentage of total population aged less than 60,10,e
2016,AT21,Percentage of total population - upper boundary of the 95% confidence interval,13.2,e
2016,AT21,Percentage of total population - lower boundary of the 95% confidence interval,6.7,e
2016,AT22,Percentage,9.1,e
2016,AT22,Percentage of total population aged less than 60,9.1,e
2016,AT22,Percentage of total population - upper boundary of the 95% confidence interval,12.1,e
2016,AT22,Percentage of total population - lower boundary of the 95% confidence interval,6.1,e
2016,AT31,Percentage,4.7,e
2016,AT31,Percentage of total population aged less than 60,4.7,e
2016,AT31,Percentage of total population - upper boundary of the 95% confidence interval,5.9,e
2016,AT31,Percentage of total population - lower boundary of the 95% confidence interval,3.5,e
2016,AT32,Percentage,7.1,u
2016,AT32,Percentage of total population aged less than 60,7.1,e
2016,AT32,Percentage of total population - upper boundary of the 95% confidence interval,10.2,e
2016,AT32,Percentage of total population - lower boundary of the 95% confidence interval,3.9,e
2016,AT33,Percentage,5.6,u
2016,AT33,Percentage of total population aged less than 60,5.6,e
2016,AT33,Percentage of total population - upper boundary of the 95% confidence interval,8.1,e
2016,AT33,Percentage of total population - lower boundary of the 95% confidence interval,3,e
2016,AT34,Percentage,7.4,u
2016,AT34,Percentage of total population aged less than 60,7.4,e
2016,AT34,Percentage of total population - upper boundary of the 95% confidence interval,10.9,e
2016,AT34,Percentage of total population - lower boundary of the 95% confidence interval,3.8,e
2016,PL,Percentage,:,
2016,PL,Percentage of total population aged less than 60,6.4,
2016,PL,Percentage of total population - upper boundary of the 95% confidence interval,:,
2016,PL,Percentage of total population - lower boundary of the 95% confidence interval,:,
2016,PL1,Percentage,:,
2016,PL1,Percentage of total population aged less than 60,4.7,
2016,PL1,Percentage of total population - upper boundary of the 95% confidence interval,:,
2016,PL1,Percentage of total population - lower boundary of the 95% confidence interval,:,
2016,PL2,Percentage,:,
2016,PL2,Percentage of total population aged less than 60,6.9,
2016,PL2,Percentage of total population - upper boundary of the 95% confidence interval,:,
2016,PL2,Percentage of total population - lower boundary of the 95% confidence interval,:,
2016,PL3,Percentage,:,
2016,PL3,Percentage of total population aged less than 60,7.5,
2016,PL3,Percentage of total population - upper boundary of the 95% confidence interval,:,
2016,PL3,Percentage of total population - lower boundary of the 95% confidence interval,:,
2016,PL4,Percentage,:,
2016,PL4,Percentage of total population aged less than 60,6.4,
2016,PL4,Percentage of total population - upper boundary of the 95% confidence interval,:,
2016,PL4,Percentage of total population - lower boundary of the 95% confidence interval,:,
2016,PL5,Percentage,:,
2016,PL5,Percentage of total population aged less than 60,7.7,
2016,PL5,Percentage of total population - upper boundary of the 95% confidence interval,:,
2016,PL5,Percentage of total population - lower boundary of the 95% confidence interval,:,
2016,PL6,Percentage,:,
2016,PL6,Percentage of total population aged less than 60,6.2,
2016,PL6,Percentage of total population - upper boundary of the 95% confidence interval,:,
2016,PL6,Percentage of total population - lower boundary of the 95% confidence interval,:,
2016,PL7,Percentage,:,
2016,PL7,Percentage of total population aged less than 60,:,
2016,PL7,Percentage of total population - upper boundary of the 95% confidence interval,:,
2016,PL7,Percentage of total population - lower boundary of the 95% confidence interval,:,
2016,PL8,Percentage,:,
2016,PL8,Percentage of total population aged less than 60,:,
2016,PL8,Percentage of total population - upper boundary of the 95% confidence interval,:,
2016,PL8,Percentage of total population - lower boundary of the 95% confidence interval,:,
2016,PL9,Percentage,:,
2016,PL9,Percentage of total population aged less than 60,:,
2016,PL9,Percentage of total population - upper boundary of the 95% confidence interval,:,
2016,PL9,Percentage of total population - lower boundary of the 95% confidence interval,:,
2016,PT,Percentage,:,
2016,PT,Percentage of total population aged less than 60,9.1,
2016,PT,Percentage of total population - upper boundary of the 95% confidence interval,:,
2016,PT,Percentage of total population - lower boundary of the 95% confidence interval,:,
2016,RO,Percentage,:,
2016,RO,Percentage of total population aged less than 60,8.2,
2016,RO,Percentage of total population - upper boundary of the 95% confidence interval,:,
2016,RO,Percentage of total population - lower boundary of the 95% confidence interval,:,
2016,RO1,Percentage,:,
2016,RO1,Percentage of total population aged less than 60,6.4,
2016,RO1,Percentage of total population - upper boundary of the 95% confidence interval,:,
2016,RO1,Percentage of total population - lower boundary of the 95% confidence interval,:,
2016,RO11,Percentage,:,
2016,RO11,Percentage of total population aged less than 60,3.9,
2016,RO11,Percentage of total population - upper boundary of the 95% confidence interval,:,
2016,RO11,Percentage of total population - lower boundary of the 95% confidence interval,:,
2016,RO12,Percentage,:,
2016,RO12,Percentage of total population aged less than 60,9.1,
2016,RO12,Percentage of total population - upper boundary of the 95% confidence interval,:,
2016,RO12,Percentage of total population - lower boundary of the 95% confidence interval,:,
2016,RO2,Percentage,:,
2016,RO2,Percentage of total population aged less than 60,6.2,
2016,RO2,Percentage of total population - upper boundary of the 95% confidence interval,:,
2016,RO2,Percentage of total population - lower boundary of the 95% confidence interval,:,
2016,RO21,Percentage,:,
2016,RO21,Percentage of total population aged less than 60,2.9,
2016,RO21,Percentage of total population - upper boundary of the 95% confidence interval,:,
2016,RO21,Percentage of total population - lower boundary of the 95% confidence interval,:,
2016,RO22,Percentage,:,
2016,RO22,Percentage of total population aged less than 60,10.6,
2016,RO22,Percentage of total population - upper boundary of the 95% confidence interval,:,
2016,RO22,Percentage of total population - lower boundary of the 95% confidence interval,:,
2016,RO3,Percentage,:,
2016,RO3,Percentage of total population aged less than 60,7.9,
2016,RO3,Percentage of total population - upper boundary of the 95% confidence interval,:,
2016,RO3,Percentage of total population - lower boundary of the 95% confidence interval,:,
2016,RO31,Percentage,:,
2016,RO31,Percentage of total population aged less than 60,9.5,
2016,RO31,Percentage of total population - upper boundary of the 95% confidence interval,:,
2016,RO31,Percentage of total population - lower boundary of the 95% confidence interval,:,
2016,RO32,Percentage,:,
2016,RO32,Percentage of total population aged less than 60,5.8,
2016,RO32,Percentage of total population - upper boundary of the 95% confidence interval,:,
2016,RO32,Percentage of total population - lower boundary of the 95% confidence interval,:,
2016,RO4,Percentage,:,
2016,RO4,Percentage of total population aged less than 60,14.1,
2016,RO4,Percentage of total population - upper boundary of the 95% confidence interval,:,
2016,RO4,Percentage of total population - lower boundary of the 95% confidence interval,:,
2016,RO41,Percentage,:,
2016,RO41,Percentage of total population aged less than 60,13.5,
2016,RO41,Percentage of total population - upper boundary of the 95% confidence interval,:,
2016,RO41,Percentage of total population - lower boundary of the 95% confidence interval,:,
2016,RO42,Percentage,:,
2016,RO42,Percentage of total population aged less than 60,14.7,
2016,RO42,Percentage of total population - upper boundary of the 95% confidence interval,:,
2016,RO42,Percentage of total population - lower boundary of the 95% confidence interval,:,
2016,SI,Percentage,:,
2016,SI,Percentage of total population aged less than 60,7.4,
2016,SI,Percentage of total population - upper boundary of the 95% confidence interval,:,
2016,SI,Percentage of total population - lower boundary of the 95% confidence interval,:,
2016,SI03,Percentage,:,
2016,SI03,Percentage of total population aged less than 60,:,
2016,SI03,Percentage of total population - upper boundary of the 95% confidence interval,:,
2016,SI03,Percentage of total population - lower boundary of the 95% confidence interval,:,
2016,SI01,Percentage,:,
2016,SI01,Percentage of total population aged less than 60,8.6,
2016,SI01,Percentage of total population - upper boundary of the 95% confidence interval,:,
2016,SI01,Percentage of total population - lower boundary of the 95% confidence interval,:,
2016,SI04,Percentage,:,
2016,SI04,Percentage of total population aged less than 60,:,
2016,SI04,Percentage of total population - upper boundary of the 95% confidence interval,:,
2016,SI04,Percentage of total population - lower boundary of the 95% confidence interval,:,
2016,SI02,Percentage,:,
2016,SI02,Percentage of total population aged less than 60,5.9,
2016,SI02,Percentage of total population - upper boundary of the 95% confidence interval,:,
2016,SI02,Percentage of total population - lower boundary of the 95% confidence interval,:,
2016,SK,Percentage,:,
2016,SK,Percentage of total population aged less than 60,6.5,
2016,SK,Percentage of total population - upper boundary of the 95% confidence interval,:,
2016,SK,Percentage of total population - lower boundary of the 95% confidence interval,:,
2016,SK01,Percentage,:,
2016,SK01,Percentage of total population aged less than 60,1.7,
2016,SK01,Percentage of total population - upper boundary of the 95% confidence interval,:,
2016,SK01,Percentage of total population - lower boundary of the 95% confidence interval,:,
2016,SK02,Percentage,:,
2016,SK02,Percentage of total population aged less than 60,5,
2016,SK02,Percentage of total population - upper boundary of the 95% confidence interval,:,
2016,SK02,Percentage of total population - lower boundary of the 95% confidence interval,:,
2016,SK03,Percentage,:,
2016,SK03,Percentage of total population aged less than 60,7.1,
2016,SK03,Percentage of total population - upper boundary of the 95% confidence interval,:,
2016,SK03,Percentage of total population - lower boundary of the 95% confidence interval,:,
2016,SK04,Percentage,:,
2016,SK04,Percentage of total population aged less than 60,9.4,
2016,SK04,Percentage of total population - upper boundary of the 95% confidence interval,:,
2016,SK04,Percentage of total population - lower boundary of the 95% confidence interval,:,
2016,FI,Percentage,:,
2016,FI,Percentage of total population aged less than 60,11.4,
2016,FI,Percentage of total population - upper boundary of the 95% confidence interval,:,
2016,FI,Percentage of total population - lower boundary of the 95% confidence interval,:,
2016,FI1,Percentage,:,
2016,FI1,Percentage of total population aged less than 60,11.4,
2016,FI1,Percentage of total population - upper boundary of the 95% confidence interval,:,
2016,FI1,Percentage of total population - lower boundary of the 95% confidence interval,:,
2016,FI13,Percentage,:,
2016,FI13,Percentage of total population aged less than 60,:,
2016,FI13,Percentage of total population - upper boundary of the 95% confidence interval,:,
2016,FI13,Percentage of total population - lower boundary of the 95% confidence interval,:,
2016,FI18,Percentage,:,
2016,FI18,Percentage of total population aged less than 60,:,
2016,FI18,Percentage of total population - upper boundary of the 95% confidence interval,:,
2016,FI18,Percentage of total population - lower boundary of the 95% confidence interval,:,
2016,FI19_20,Percentage,:,
2016,FI19_20,Percentage of total population aged less than 60,13.1,
2016,FI19_20,Percentage of total population - upper boundary of the 95% confidence interval,:,
2016,FI19_20,Percentage of total population - lower boundary of the 95% confidence interval,:,
2016,FI1A,Percentage,:,
2016,FI1A,Percentage of total population aged less than 60,:,
2016,FI1A,Percentage of total population - upper boundary of the 95% confidence interval,:,
2016,FI1A,Percentage of total population - lower boundary of the 95% confidence interval,:,
2016,FI1B,Percentage,:,
2016,FI1B,Percentage of total population aged less than 60,9.7,
2016,FI1B,Percentage of total population - upper boundary of the 95% confidence interval,:,
2016,FI1B,Percentage of total population - lower boundary of the 95% confidence interval,:,
2016,FI1C,Percentage,:,
2016,FI1C,Percentage of total population aged less than 60,11.4,
2016,FI1C,Percentage of total population - upper boundary of the 95% confidence interval,:,
2016,FI1C,Percentage of total population - lower boundary of the 95% confidence interval,:,
2016,FI1D,Percentage,:,
2016,FI1D,Percentage of total population aged less than 60,11.7,
2016,FI1D,Percentage of total population - upper boundary of the 95% confidence interval,:,
2016,FI1D,Percentage of total population - lower boundary of the 95% confidence interval,:,
2016,SE,Percentage,:,
2016,SE,Percentage of total population aged less than 60,8.5,
2016,SE,Percentage of total population - upper boundary of the 95% confidence interval,:,
2016,SE,Percentage of total population - lower boundary of the 95% confidence interval,:,
2016,SE1,Percentage,:,
2016,SE1,Percentage of total population aged less than 60,6.7,
2016,SE1,Percentage of total population - upper boundary of the 95% confidence interval,:,
2016,SE1,Percentage of total population - lower boundary of the 95% confidence interval,:,
2016,SE11,Percentage,:,
2016,SE11,Percentage of total population aged less than 60,5,
2016,SE11,Percentage of total population - upper boundary of the 95% confidence interval,:,
2016,SE11,Percentage of total population - lower boundary of the 95% confidence interval,:,
2016,SE12,Percentage,:,
2016,SE12,Percentage of total population aged less than 60,9.1,
2016,SE12,Percentage of total population - upper boundary of the 95% confidence interval,:,
2016,SE12,Percentage of total population - lower boundary of the 95% confidence interval,:,
2016,SE2,Percentage,:,
2016,SE2,Percentage of total population aged less than 60,10.5,
2016,SE2,Percentage of total population - upper boundary of the 95% confidence interval,:,
2016,SE2,Percentage of total population - lower boundary of the 95% confidence interval,:,
2016,SE21,Percentage,:,
2016,SE21,Percentage of total population aged less than 60,10.4,
2016,SE21,Percentage of total population - upper boundary of the 95% confidence interval,:,
2016,SE21,Percentage of total population - lower boundary of the 95% confidence interval,:,
2016,SE22,Percentage,:,
2016,SE22,Percentage of total population aged less than 60,11.8,
2016,SE22,Percentage of total population - upper boundary of the 95% confidence interval,:,
2016,SE22,Percentage of total population - lower boundary of the 95% confidence interval,:,
2016,SE23,Percentage,:,
2016,SE23,Percentage of total population aged less than 60,9.6,
2016,SE23,Percentage of total population - upper boundary of the 95% confidence interval,:,
2016,SE23,Percentage of total population - lower boundary of the 95% confidence interval,:,
2016,SE3,Percentage,:,
2016,SE3,Percentage of total population aged less than 60,7.9,
2016,SE3,Percentage of total population - upper boundary of the 95% confidence interval,:,
2016,SE3,Percentage of total population - lower boundary of the 95% confidence interval,:,
2016,SE31,Percentage,:,
2016,SE31,Percentage of total population aged less than 60,5.3,
2016,SE31,Percentage of total population - upper boundary of the 95% confidence interval,:,
2016,SE31,Percentage of total population - lower boundary of the 95% confidence interval,:,
2016,SE32,Percentage,:,
2016,SE32,Percentage of total population aged less than 60,10.3,
2016,SE32,Percentage of total population - upper boundary of the 95% confidence interval,:,
2016,SE32,Percentage of total population - lower boundary of the 95% confidence interval,:,
2016,SE33,Percentage,:,
2016,SE33,Percentage of total population aged less than 60,10.2,
2016,SE33,Percentage of total population - upper boundary of the 95% confidence interval,:,
2016,SE33,Percentage of total population - lower boundary of the 95% confidence interval,:,
2016,UK,Percentage,:,
2016,UK,Percentage of total population aged less than 60,11.3,
2016,UK,Percentage of total population - upper boundary of the 95% confidence interval,:,
2016,UK,Percentage of total population - lower boundary of the 95% confidence interval,:,
2016,IS,Percentage,:,
2016,IS,Percentage of total population aged less than 60,4.3,
2016,IS,Percentage of total population - upper boundary of the 95% confidence interval,:,
2016,IS,Percentage of total population - lower boundary of the 95% confidence interval,:,
2016,NO,Percentage,:,
2016,NO,Percentage of total population aged less than 60,7.7,
2016,NO,Percentage of total population - upper boundary of the 95% confidence interval,:,
2016,NO,Percentage of total population - lower boundary of the 95% confidence interval,:,
2016,NO01,Percentage,:,
2016,NO01,Percentage of total population aged less than 60,8.2,
2016,NO01,Percentage of total population - upper boundary of the 95% confidence interval,:,
2016,NO01,Percentage of total population - lower boundary of the 95% confidence interval,:,
2016,NO02,Percentage,:,
2016,NO02,Percentage of total population aged less than 60,9.9,
2016,NO02,Percentage of total population - upper boundary of the 95% confidence interval,:,
2016,NO02,Percentage of total population - lower boundary of the 95% confidence interval,:,
2016,NO03,Percentage,:,
2016,NO03,Percentage of total population aged less than 60,7.9,
2016,NO03,Percentage of total population - upper boundary of the 95% confidence interval,:,
2016,NO03,Percentage of total population - lower boundary of the 95% confidence interval,:,
2016,NO04,Percentage,:,
2016,NO04,Percentage of total population aged less than 60,6.1,
2016,NO04,Percentage of total population - upper boundary of the 95% confidence interval,:,
2016,NO04,Percentage of total population - lower boundary of the 95% confidence interval,:,
2016,NO05,Percentage,:,
2016,NO05,Percentage of total population aged less than 60,8,
2016,NO05,Percentage of total population - upper boundary of the 95% confidence interval,:,
2016,NO05,Percentage of total population - lower boundary of the 95% confidence interval,:,
2016,NO06,Percentage,:,
2016,NO06,Percentage of total population aged less than 60,6.8,
2016,NO06,Percentage of total population - upper boundary of the 95% confidence interval,:,
2016,NO06,Percentage of total population - lower boundary of the 95% confidence interval,:,
2016,NO07,Percentage,:,
2016,NO07,Percentage of total population aged less than 60,7.1,
2016,NO07,Percentage of total population - upper boundary of the 95% confidence interval,:,
2016,NO07,Percentage of total population - lower boundary of the 95% confidence interval,:,
2016,CH,Percentage,:,
2016,CH,Percentage of total population aged less than 60,5.5,
2016,CH,Percentage of total population - upper boundary of the 95% confidence interval,:,
2016,CH,Percentage of total population - lower boundary of the 95% confidence interval,:,
2016,CH01,Percentage,:,
2016,CH01,Percentage of total population aged less than 60,8.6,
2016,CH01,Percentage of total population - upper boundary of the 95% confidence interval,:,
2016,CH01,Percentage of total population - lower boundary of the 95% confidence interval,:,
2016,CH02,Percentage,:,
2016,CH02,Percentage of total population aged less than 60,4.5,
2016,CH02,Percentage of total population - upper boundary of the 95% confidence interval,:,
2016,CH02,Percentage of total population - lower boundary of the 95% confidence interval,:,
2016,CH03,Percentage,:,
2016,CH03,Percentage of total population aged less than 60,5.8,
2016,CH03,Percentage of total population - upper boundary of the 95% confidence interval,:,
2016,CH03,Percentage of total population - lower boundary of the 95% confidence interval,:,
2016,CH04,Percentage,:,
2016,CH04,Percentage of total population aged less than 60,5.6,
2016,CH04,Percentage of total population - upper boundary of the 95% confidence interval,:,
2016,CH04,Percentage of total population - lower boundary of the 95% confidence interval,:,
2016,CH05,Percentage,:,
2016,CH05,Percentage of total population aged less than 60,3.6,
2016,CH05,Percentage of total population - upper boundary of the 95% confidence interval,:,
2016,CH05,Percentage of total population - lower boundary of the 95% confidence interval,:,
2016,CH06,Percentage,:,
2016,CH06,Percentage of total population aged less than 60,3.3,
2016,CH06,Percentage of total population - upper boundary of the 95% confidence interval,:,
2016,CH06,Percentage of total population - lower boundary of the 95% confidence interval,:,
2016,CH07,Percentage,:,
2016,CH07,Percentage of total population aged less than 60,6.9,
2016,CH07,Percentage of total population - upper boundary of the 95% confidence interval,:,
2016,CH07,Percentage of total population - lower boundary of the 95% confidence interval,:,
2016,MK,Percentage,:,
2016,MK,Percentage of total population aged less than 60,16.3,
2016,MK,Percentage of total population - upper boundary of the 95% confidence interval,:,
2016,MK,Percentage of total population - lower boundary of the 95% confidence interval,:,
2016,RS,Percentage,:,
2016,RS,Percentage of total population aged less than 60,21.5,
2016,RS,Percentage of total population - upper boundary of the 95% confidence interval,:,
2016,RS,Percentage of total population - lower boundary of the 95% confidence interval,:,
2016,RS1,Percentage,:,
2016,RS1,Percentage of total population aged less than 60,20,
2016,RS1,Percentage of total population - upper boundary of the 95% confidence interval,:,
2016,RS1,Percentage of total population - lower boundary of the 95% confidence interval,:,
2016,RS2,Percentage,:,
2016,RS2,Percentage of total population aged less than 60,23.1,
2016,RS2,Percentage of total population - upper boundary of the 95% confidence interval,:,
2016,RS2,Percentage of total population - lower boundary of the 95% confidence interval,:,
2016,TR,Percentage,:,
2016,TR,Percentage of total population aged less than 60,10.1,
2016,TR,Percentage of total population - upper boundary of the 95% confidence interval,:,
2016,TR,Percentage of total population - lower boundary of the 95% confidence interval,:,
2017,BE,Percentage,:,
2017,BE,Percentage of total population aged less than 60,13.5,
2017,BE,Percentage of total population - upper boundary of the 95% confidence interval,:,
2017,BE,Percentage of total population - lower boundary of the 95% confidence interval,:,
2017,BG,Percentage,:,
2017,BG,Percentage of total population aged less than 60,11.1,
2017,BG,Percentage of total population - upper boundary of the 95% confidence interval,:,
2017,BG,Percentage of total population - lower boundary of the 95% confidence interval,:,
2017,BG3,Percentage,:,
2017,BG3,Percentage of total population aged less than 60,13.7,
2017,BG3,Percentage of total population - upper boundary of the 95% confidence interval,:,
2017,BG3,Percentage of total population - lower boundary of the 95% confidence interval,:,
2017,BG31,Percentage,:,
2017,BG31,Percentage of total population aged less than 60,19.7,
2017,BG31,Percentage of total population - upper boundary of the 95% confidence interval,:,
2017,BG31,Percentage of total population - lower boundary of the 95% confidence interval,:,
2017,BG32,Percentage,:,
2017,BG32,Percentage of total population aged less than 60,12.3,
2017,BG32,Percentage of total population - upper boundary of the 95% confidence interval,:,
2017,BG32,Percentage of total population - lower boundary of the 95% confidence interval,:,
2017,BG33,Percentage,:,
2017,BG33,Percentage of total population aged less than 60,12.4,
2017,BG33,Percentage of total population - upper boundary of the 95% confidence interval,:,
2017,BG33,Percentage of total population - lower boundary of the 95% confidence interval,:,
2017,BG34,Percentage,:,
2017,BG34,Percentage of total population aged less than 60,11.8,
2017,BG34,Percentage of total population - upper boundary of the 95% confidence interval,:,
2017,BG34,Percentage of total population - lower boundary of the 95% confidence interval,:,
2017,BG4,Percentage,:,
2017,BG4,Percentage of total population aged less than 60,8.7,
2017,BG4,Percentage of total population - upper boundary of the 95% confidence interval,:,
2017,BG4,Percentage of total population - lower boundary of the 95% confidence interval,:,
2017,BG41,Percentage,:,
2017,BG41,Percentage of total population aged less than 60,6,
2017,BG41,Percentage of total population - upper boundary of the 95% confidence interval,:,
2017,BG41,Percentage of total population - lower boundary of the 95% confidence interval,:,
2017,BG42,Percentage,:,
2017,BG42,Percentage of total population aged less than 60,12.7,
2017,BG42,Percentage of total population - upper boundary of the 95% confidence interval,:,
2017,BG42,Percentage of total population - lower boundary of the 95% confidence interval,:,
2017,CZ,Percentage,:,
2017,CZ,Percentage of total population aged less than 60,5.5,
2017,CZ,Percentage of total population - upper boundary of the 95% confidence interval,:,
2017,CZ,Percentage of total population - lower boundary of the 95% confidence interval,:,
2017,CZ01,Percentage,:,
2017,CZ01,Percentage of total population aged less than 60,2.5,
2017,CZ01,Percentage of total population - upper boundary of the 95% confidence interval,:,
2017,CZ01,Percentage of total population - lower boundary of the 95% confidence interval,:,
2017,CZ02,Percentage,:,
2017,CZ02,Percentage of total population aged less than 60,3.6,
2017,CZ02,Percentage of total population - upper boundary of the 95% confidence interval,:,
2017,CZ02,Percentage of total population - lower boundary of the 95% confidence interval,:,
2017,CZ03,Percentage,:,
2017,CZ03,Percentage of total population aged less than 60,2.8,
2017,CZ03,Percentage of total population - upper boundary of the 95% confidence interval,:,
2017,CZ03,Percentage of total population - lower boundary of the 95% confidence interval,:,
2017,CZ04,Percentage,:,
2017,CZ04,Percentage of total population aged less than 60,11.1,
2017,CZ04,Percentage of total population - upper boundary of the 95% confidence interval,:,
2017,CZ04,Percentage of total population - lower boundary of the 95% confidence interval,:,
2017,CZ05,Percentage,:,
2017,CZ05,Percentage of total population aged less than 60,3.1,
2017,CZ05,Percentage of total population - upper boundary of the 95% confidence interval,:,
2017,CZ05,Percentage of total population - lower boundary of the 95% confidence interval,:,
2017,CZ06,Percentage,:,
2017,CZ06,Percentage of total population aged less than 60,6.2,
2017,CZ06,Percentage of total population - upper boundary of the 95% confidence interval,:,
2017,CZ06,Percentage of total population - lower boundary of the 95% confidence interval,:,
2017,CZ07,Percentage,:,
2017,CZ07,Percentage of total population aged less than 60,5.3,
2017,CZ07,Percentage of total population - upper boundary of the 95% confidence interval,:,
2017,CZ07,Percentage of total population - lower boundary of the 95% confidence interval,:,
2017,CZ08,Percentage,:,
2017,CZ08,Percentage of total population aged less than 60,10.5,
2017,CZ08,Percentage of total population - upper boundary of the 95% confidence interval,:,
2017,CZ08,Percentage of total population - lower boundary of the 95% confidence interval,:,
2017,DK,Percentage,:,
2017,DK,Percentage of total population aged less than 60,10,
2017,DK,Percentage of total population - upper boundary of the 95% confidence interval,:,
2017,DK,Percentage of total population - lower boundary of the 95% confidence interval,:,
2017,DK01,Percentage,:,
2017,DK01,Percentage of total population aged less than 60,9.6,
2017,DK01,Percentage of total population - upper boundary of the 95% confidence interval,:,
2017,DK01,Percentage of total population - lower boundary of the 95% confidence interval,:,
2017,DK02,Percentage,:,
2017,DK02,Percentage of total population aged less than 60,10.8,
2017,DK02,Percentage of total population - upper boundary of the 95% confidence interval,:,
